Join_ID,FIPS,Point Coun
1310,26155,29.0
1311,26157,29.0
1312,26159,57.0
1313,26161,201.0
1314,26163,1191.0
1315,26165,20.0
1316,27001,10.0
1317,27003,117.0
1318,27005,22.0
1319,27007,34.0
1320,27009,14.0
1321,27011,9.0
1322,27013,45.0
1323,27015,17.0
1324,27017,13.0
1325,27019,49.0
1326,27021,19.0
1327,27023,11.0
1328,27025,24.0
1329,27027,25.0
1330,27029,7.0
1331,27031,9.0
1332,27033,13.0
1333,27035,55.0
1334,27037,177.0
1335,27039,7.0
1336,27041,27.0
1337,27043,8.0
1338,27045,15.0
1339,27047,17.0
1340,27049,24.0
1341,27051,9.0
1342,27053,781.0
1343,27055,9.0
1344,27057,13.0
1345,27059,13.0
1346,27061,25.0
1347,27063,6.0
1348,27065,3.0
1349,27067,18.0
1350,27069,9.0
1351,27071,7.0
1352,27073,10.0
1353,27075,11.0
1354,27077,2.0
1355,27079,12.0
1356,27081,9.0
1357,27083,16.0
1358,27085,21.0
1359,27087,8.0
1360,27089,3.0
1361,27091,17.0
1362,27093,12.0
1363,27095,13.0
1364,27097,14.0
1365,27099,19.0
1366,27101,9.0
1367,27103,12.0
1368,27105,19.0
1369,27107,8.0
1370,27109,99.0
1371,27111,41.0
1372,27113,12.0
1373,27115,18.0
1374,27117,10.0
1375,27119,24.0
1376,27121,6.0
1377,27123,314.0
1378,27125,5.0
1379,27127,10.0
1380,27129,8.0
1381,27131,22.0
1382,27133,3.0
1383,27135,9.0
1384,27137,135.0
1385,27139,48.0
1386,27141,26.0
1387,27143,12.0
1388,27145,100.0
1389,27147,22.0
1390,27149,5.0
1391,27151,7.0
1392,27153,12.0
1393,27155,7.0
1394,27157,6.0
1395,27159,12.0
1396,27161,7.0
1397,27163,115.0
1398,27165,10.0
1399,27167,3.0
1400,27169,21.0
1401,27171,43.0
1402,27173,8.0
1403,28001,22.0
1404,28003,45.0
1405,28005,8.0
1406,28007,10.0
1407,28009,4.0
1408,28011,28.0
1409,28013,12.0
1410,28015,2.0
1411,28017,16.0
1412,28019,6.0
1413,28021,5.0
1414,28023,6.0
1415,28025,14.0
1416,28027,25.0
1417,28029,11.0
1418,28031,14.0
1419,28033,100.0
1420,28035,54.0
1421,28037,7.0
1422,28039,11.0
1423,28041,9.0
1424,28043,17.0
1425,28045,30.0
1426,28047,148.0
1427,28049,185.0
1428,28051,17.0
1429,28053,6.0
1430,28055,
1431,28057,13.0
1432,28059,73.0
1433,28061,7.0
1434,28063,2.0
1435,28065,10.0
1436,28067,57.0
1437,28069,4.0
1438,28071,35.0
1439,28073,73.0
1440,28075,74.0
1441,28077,7.0
1442,28079,17.0
1443,28081,117.0
1444,28083,30.0
1445,28085,20.0
1446,28087,49.0
1447,28089,100.0
1448,28091,16.0
1449,28093,19.0
1450,28095,31.0
1451,28097,8.0
1452,28099,20.0
1453,28101,16.0
1454,28103,13.0
1455,28105,34.0
1456,28107,22.0
1457,28109,28.0
1458,28111,9.0
1459,28113,40.0
1460,28115,19.0
1461,28117,22.0
1462,28119,4.0
1463,28121,144.0
1464,28123,24.0
1465,28125,6.0
1466,28127,19.0
1467,28129,12.0
1468,28131,11.0
1469,28133,19.0
1470,28135,9.0
1471,28137,13.0
1472,28139,14.0
1473,28141,13.0
1474,28143,6.0
1475,28145,25.0
1476,28147,7.0
1477,28149,33.0
1478,28151,52.0
1479,28153,12.0
1480,28155,12.0
1481,28157,4.0
1482,28159,9.0
1483,28161,11.0
1484,28163,15.0
1485,29001,30.0
1486,29003,4.0
1487,29005,4.0
1488,29007,15.0
1489,29009,32.0
1490,29011,11.0
